cname,cnid,kyno,jqno,createuser,lname,lid,lacsid,cellidbid,xhqd,nid,yystype,xhtype,isms,slong,slat,cdate,mlac,mcell,hlac,hcell,bzinfo,no3,no4,islastgps,baidujd,baiduwd,cellidlong,bztype,
工业南,a7181d8e-01be-4f76-aaa5-b48e1c6c9d76,,,111111,工业南1,6dfe5153-c979-486e-b746-15b78db01e91,942,535,2,5,电信,3,1,117.083814,36.672968,2016-05-15 08:11:20, , ,942,535, ,0,0,1,117.090332,36.678851, ,0,
工业南,a7181d8e-01be-4f76-aaa5-b48e1c6c9d76,,,111111,工业南1,6dfe5153-c979-486e-b746-15b78db01e91,21254,40451,-47, ,联通,4,1,117.083814,36.672968,2016-05-15 08:11:20, , ,5306,03269E03, ,0,0,1,117.090332,36.678851,52862467,0,
工业南,a7181d8e-01be-4f76-aaa5-b48e1c6c9d76,,,111111,工业南1,6dfe5153-c979-486e-b746-15b78db01e91,54018,18533,-78, ,联通,3,1,117.083814,36.672968,2016-05-15 08:11:20, , ,D302,07024865, ,0,0,1,117.090332,36.678851, ,0,
工业南,a7181d8e-01be-4f76-aaa5-b48e1c6c9d76,,,111111,工业南1,6dfe5153-c979-486e-b746-15b78db01e91,21264,49925,-70, ,移动,4,1,117.083814,36.672968,2016-05-15 08:11:20, , ,5310,0577C305, ,0,0,1,117.090332,36.678851,91734789,0,
工业南,a7181d8e-01be-4f76-aaa5-b48e1c6c9d76,,,111111,工业南1,6dfe5153-c979-486e-b746-15b78db01e91,54292,22173,-86, ,移动,3,1,117.083814,36.672968,2016-05-15 08:11:20, , ,D414,0C3D569D, ,0,0,1,117.090332,36.678851, ,0,
工业南,a7181d8e-01be-4f76-aaa5-b48e1c6c9d76,,,111111,工业南1,6dfe5153-c979-486e-b746-15b78db01e91,5913,35916,-92, ,联通,2,1,117.083814,36.672968,2016-05-15 08:11:20, , ,1719,00008C4C, ,0,0,1,117.090332,36.678851, ,0,
工业南,a7181d8e-01be-4f76-aaa5-b48e1c6c9d76,,,111111,工业南1,6dfe5153-c979-486e-b746-15b78db01e91,5913,25086, , ,联通,2,0,117.083814,36.672968,2016-05-15 08:11:20,5913,35916,1719,000061FE, ,0,0,1,117.090332,36.678851, ,0,
工业南,a7181d8e-01be-4f76-aaa5-b48e1c6c9d76,,,111111,工业南1,6dfe5153-c979-486e-b746-15b78db01e91,5913,25084, , ,联通,2,0,117.083814,36.672968,2016-05-15 08:11:20,5913,35916,1719,000061FC, ,0,0,1,117.090332,36.678851, ,0,
工业南,a7181d8e-01be-4f76-aaa5-b48e1c6c9d76,,,111111,工业南1,6dfe5153-c979-486e-b746-15b78db01e91,5913,25602, , ,联通,2,0,117.083814,36.672968,2016-05-15 08:11:20,5913,35916,1719,00006402, ,0,0,1,117.090332,36.678851, ,0,
工业南,a7181d8e-01be-4f76-aaa5-b48e1c6c9d76,,,111111,工业南1,6dfe5153-c979-486e-b746-15b78db01e91,5913,35915, , ,联通,2,0,117.083814,36.672968,2016-05-15 08:11:20,5913,35916,1719,00008C4B, ,0,0,1,117.090332,36.678851, ,0,
工业南,a7181d8e-01be-4f76-aaa5-b48e1c6c9d76,,,111111,工业南1,6dfe5153-c979-486e-b746-15b78db01e91,5916,15255, , ,联通,2,0,117.083814,36.672968,2016-05-15 08:11:20,5913,35916,171C,00003B97, ,0,0,1,117.090332,36.678851, ,0,
工业南,a7181d8e-01be-4f76-aaa5-b48e1c6c9d76,,,111111,工业南1,6dfe5153-c979-486e-b746-15b78db01e91,5913,25412, , ,联通,2,0,117.083814,36.672968,2016-05-15 08:11:20,5913,35916,1719,00006344, ,0,0,1,117.090332,36.678851, ,0,
工业南,a7181d8e-01be-4f76-aaa5-b48e1c6c9d76,,,111111,工业南1,6dfe5153-c979-486e-b746-15b78db01e91,21264,36563,-86, ,移动,2,1,117.083814,36.672968,2016-05-15 08:11:20, , ,5310,00008ED3, ,0,0,1,117.090332,36.678851, ,0,
工业南,a7181d8e-01be-4f76-aaa5-b48e1c6c9d76,,,111111,工业南1,6dfe5153-c979-486e-b746-15b78db01e91,21264,37911, , ,移动,2,0,117.083814,36.672968,2016-05-15 08:11:20,21264,36563,5310,00009417, ,0,0,1,117.090332,36.678851, ,0,
工业南,a7181d8e-01be-4f76-aaa5-b48e1c6c9d76,,,111111,工业南1,6dfe5153-c979-486e-b746-15b78db01e91,25347,9292, , ,移动,2,0,117.083814,36.672968,2016-05-15 08:11:20,21264,36563,6303,0000244C, ,0,0,1,117.090332,36.678851, ,0,
工业南,a7181d8e-01be-4f76-aaa5-b48e1c6c9d76,,,111111,工业南1,6dfe5153-c979-486e-b746-15b78db01e91,21264,46461, , ,移动,2,0,117.083814,36.672968,2016-05-15 08:11:20,21264,36563,5310,0000B57D, ,0,0,1,117.090332,36.678851, ,0,
工业南,a7181d8e-01be-4f76-aaa5-b48e1c6c9d76,,,111111,工业南1,6dfe5153-c979-486e-b746-15b78db01e91,21264,46464, , ,移动,2,0,117.083814,36.672968,2016-05-15 08:11:20,21264,36563,5310,0000B580, ,0,0,1,117.090332,36.678851, ,0,
工业南,a7181d8e-01be-4f76-aaa5-b48e1c6c9d76,,,111111,工业南1,6dfe5153-c979-486e-b746-15b78db01e91,21264,36569, , ,移动,2,0,117.083814,36.672968,2016-05-15 08:11:20,21264,36563,5310,00008ED9, ,0,0,1,117.090332,36.678851, ,0,
工业南,a7181d8e-01be-4f76-aaa5-b48e1c6c9d76,,,111111,工业南1,6dfe5153-c979-486e-b746-15b78db01e91,21439,52192, , ,移动,2,0,117.083814,36.672968,2016-05-15 08:11:20,21264,36563,53BF,0000CBE0, ,0,0,1,117.090332,36.678851, ,0,
工业南,a7181d8e-01be-4f76-aaa5-b48e1c6c9d76,,,111111,工业南1,6dfe5153-c979-486e-b746-15b78db01e91,21438,17749, , ,移动,2,0,117.083814,36.672968,2016-05-15 08:11:20,21264,36563,53BE,00004555, ,0,0,1,117.090332,36.678851, ,0,
工业南,a7181d8e-01be-4f76-aaa5-b48e1c6c9d76,,,111111,工业南1,6dfe5153-c979-486e-b746-15b78db01e91,942,535,2,5,电信,3,1,117.083912,36.672972,2016-05-15 08:11:30, , ,942,535, ,0,0,1,117.090431,36.678858, ,0,
工业南,a7181d8e-01be-4f76-aaa5-b48e1c6c9d76,,,111111,工业南1,6dfe5153-c979-486e-b746-15b78db01e91,21254,40451,-53, ,联通,4,1,117.083912,36.672972,2016-05-15 08:11:30, , ,5306,03269E03, ,0,0,1,117.090431,36.678858,52862467,0,
工业南,a7181d8e-01be-4f76-aaa5-b48e1c6c9d76,,,111111,工业南1,6dfe5153-c979-486e-b746-15b78db01e91,54018,18533,-79, ,联通,3,1,117.083912,36.672972,2016-05-15 08:11:30, , ,D302,07024865, ,0,0,1,117.090431,36.678858, ,0,
工业南,a7181d8e-01be-4f76-aaa5-b48e1c6c9d76,,,111111,工业南1,6dfe5153-c979-486e-b746-15b78db01e91,21264,49925,-68, ,移动,4,1,117.083912,36.672972,2016-05-15 08:11:30, , ,5310,0577C305, ,0,0,1,117.090431,36.678858,91734789,0,
